01000010101000100100000101010000 00100101110101011001011010110011 00000100001000
00000010000000000101111011101100 00010111100111110110010110100000 00001000001111
11101011110101101010101000111011 01001011100101110000000010010000 00001111101101
11111001110101010111011111010010 01101111101100100100110010001111 00010100001000
00011111111010011111011110011110 11110100000000110110101111101001 00011110011010
00011111100100101101100110101001 11000110100000011111011110100000 00100001111001
01000000000000110101011101001011 11110011100001110100001001100111 00100111100001
10111101101100010001111110100010 10000000011110100111100100101010 00101100100111
11111010110001010010011001111000 01000001111110110110101011000010 00110010100100
01011011101111011110111000011110 11001100100011001001111010011000 00111000010000
11111010101011010010111111001010 11000111010110010010111110110000 00111010110001
00100111110111111101001100111001 11010001111011001110001100010011 00111110011110
10010001010011000110010010100110 01001000100100101011111100100010 01000100001100
01011101000110001101110111011010 10011101111011001011111010011010 01001001111111
11000100011111010010100111111010 01110110111100000110011101110011 01010000000101
10110110110011110011111000000010 11100101110000111100111000101110 01010011111100
11101010101110101001011000100011 01110011110111101111011100101011 00000100000100
10001010111100100101000010101000 00010110100111111011010001100111 00001001110000
10110111000010001011100000010110 10101001001011101101101110110011 00001101100100
11011111110001010101100100010000 11011111001000001001101010100101 00010011011111
10111000101111101101011011010011 11011110011111110000001010001001 00011001100010
01100101001010011010111101010110 11111001001000010100110110111111 00011111001001
10010001010011111000111010110101 11101100011110101001101011000001 00100001100111
01011010001111011110110001001011 10000000011101100111000010111010 00100110110001
01010111001000001100110011100001 11000101000000001101110000010011 00101100011101
00000010000101100011000011100001 11000001111000001000001101011100 00110101111110
00001100000000010011101111010100 10000100000101001111001000011110 00111101110110
11110111100100111110110101110110 01110110111100110111001110100001 01000011111100
11100000000011001010010010001011 11111101110110000110000111001010 01001001100111
11011110111011000010011011000100 10100011100100000100010010000010 01001101011110
10000110101111100101110000101101 00000010110010111011000011101011 01010100000001
00101001000110100101010101011101 00110110100110110001001111101000 01011001011100
10001110000111010110011001011100 10101011101100100000011001011110 00000100010100
00101001011111111001001100111101 11010010111011110010001001011000 00001010111001
11000011100111001111000011001101 00100001110011000101111001001110 00010010011100
01001110001101101011010011111110 01000101000010111100110000001100 00010111011010
11111100000011000000000111101101 00100111100101001001011110001101 00100000101101
01101111001110000011110001111110 00010110100110100001110101111110 00100100000111
00001101101101010011011100010000 01101011110000001010010011000011 00101010010000
11100011001000101101101111011010 01111011000101110100011001000100 00110000101110
11110001110100011001000001011010 11011101001101101111111001100000 00110101010001
11110111110001010110011001010101 00100100010010000000011010110010 00111101011110
11100100000110011111000011101011 01011000010101111100100010111001 01000010000010
01001101111000011011101000010011 10101101111101111111001111001001 01000111100111
00111001111010000110011000111101 01001111011100101111111000111010 01001100001110
00001110010100100010100000011001 00000100111001011011001101010100 01010001110001
01101000100110101010001110100111 10000110110010011011110010101000 01010011011000
10010000000111110110101101001001 01101110001100001001001111111101 01010111100111
11100111001110000110110000000010 01000100011010110101000011101100 00000111011100
11111010001001011100001000011010 01110101011011100101010001011100 00001101011010
00110110100110101100000101100000 10000000010100101110001000100110 00010001000111
01111000101000001111110111001110 10010101010011110000000100010010 00011001101101
00101000111001101111100010000001 01111111101000111110111111101101 00011101111100
00001000000100111101111101111000 11001110101101111010010011110011 00100110011100
01110011001010011111010011000010 10101101010011010000011100011101 00101110001100
11010110001100011010111011001001 11010100001000110000101100010111 00110011110001
00010011010000011010101011100001 10100001010011100010101110000000 00111001101100
10111000010010101101100011110010 10010110000011000001110111010010 00111110100111
10001011110101011100001101111110 10100111000011100001011011111110 01000110110111
00111010111110001101111111111111 10000010100110100111001001001110 01001101111011
11101000111111011101101101110101 11111100101010100110111001001110 01010001110110
01100110001000011110011101110101 10100010010111100010100111000101 01010111111101
00110100010011000110000101111111 01110000000111111111110001101010 01011100010110
10111011111110000001011100001011 01100011000010001011011100110110 01100100101001
00100111001011000111101000110000 11001100001100001001110110000010 00000100011110
00000100101110101010001101110111 11010110011001011011100011110000 00001011010011
10111001000101000011101001110110 00101101010100011111001111100100 00010011000011
10010111110111101110110111000100 00010100100011101000100010111111 00011000000000
10110011010100101110100001010101 01100010111001110101010011001110 00011111110011
00011010011110000000000111011011 00001001010110010011111001111100 00100010111111
11010101100000001110100000010100 01110101010100110011010011011100 00101011001000
01011111000100111011110111000110 01111010100100100110100111010110 00101111000110
01100011101011101001111010111100 01100100100001010010100111011001 00110010000010
00100101011011010000111010000011 11101111010101111011010010111010 00111000111111
10010110000100101001000011011011 00001011001011010000110000101000 01000000011100
10110101101101110110111001010001 01111110011001001010000111001111 01000101010111
10001010011111010000011011010011 01001100110001101010101110101011 01001010101011
01001111100111111011111111100000 00000010100001010010100011011111 01001110101010
10001011010111010000110111010111 00111010011010000010011001110000 01010010000110
11111101000011100000011000100100 11101001011011010110110010011100 01010111010111
00010101100001011000100111111000 01111001100010001111001111110001 00000011011000
10000100011111010100010000001110 11111011111001110100111011110011 00001010101000
00100000011110111111011101001001 01100100110110111010110100000001 00001111011110
10101000111000100111101000100100 01111110111101111000111001111111 00010010001100
01100001011111001100000100110000 01111110100101011101111101011010 00010100001010
11101110110101100001010010001101 10101110000110101100101111011100 00011100001100
11100110111100001001000000101111 10001011111011111111010110010101 00100000110011
10100010101010000111010111101100 01001100001010011010101010000111 00100110100010
01010101001101101111000010001011 10000100010001100110110101000111 00101010101000
00101110110001111000001101000110 11010001101000010111010110010011 00101111001100
00101000100110010001100001101100 01000100011011111101111101101001 00110011011100
00110101110101100110010110000111 10010001100000000010110100001110 00111000111111
10101010001111000110101001000000 00101111011000000101011111001110 00111101111111
01000101101100000000010011001101 11000110011100010001010101011000 01000011000101
00101111101010000110000110111001 11111100000100011100110000110010 01001100011011
01011001101011100000110110001101 10110011100000111101001010110011 01010010001011
01000001100110111010110000001000 00101100111101001100001000010100 00000010010000
00101100001100101101110111011011 01101110011001010100010110100011 00000111010101
01001000101111001101101000000011 10110100000110110000001100011011 00001111010001
10110101000011110101110011110000 10101110101100001110111111010011 00010100101001
00111011110100101101001111100111 11011000010011110101011010100001 00011100001100
10001000110101111100111100101100 10111100001111010010000101000111 00100010100011
10010011000100110111111100001001 00100010101011000000011100001110 00101000101010
00110100001101110010000001110000 01011000111111011000001011000100 00101111001010
01101001010000100001001111100111 01111010000001001000101100101110 00110101001010
00011101011111010110001010000110 01101000001100100011111100101001 00111001100000
01011111111111111110100011111001 01000101100001101111010101011011 00111110011110
11111001111001010110001110110000 10101000110001101001000101001110 01000010011110
01010001000100100010110000011000 11001010001110100111100100110011 01000110100111
10011111000011010100101110111100 00100000001001011101101001001111 01001100111010
00101011100100111110001100000101 01110011100101010111000101101000 01010001011001
01011001000001011101000000111111 01001101111110111100111100111101 01010101011110
10101111100110110110011011001000 01011110000011111001000011001110 00000100001101
01100100000110011101001110100111 00100000010111001111001000111100 00001000011110
11101100001010101001010110000111 10101001011011100010000110011100 00001100101110
00001111000101100000010011111101 00000001001011101000111011010111 00010000000100
00111011011101110000101101101010 01011001000010110001000110010100 00010010111110
11110101000101111111000101000111 01010000110111111000010011011101 00011100101110
01011010111111111111100110001001 10000010010001111011010001110001 00100001101011
01100010100100100111000111110100 11101101110110100001111111100011 00100110100001
01100000001101110111101010101110 11111101111101100100101000000001 00101111011010
11110111000011110011111011011100 01110110111010000010111001000110 00110111011010
00101111001010010011011101111110 11001110011111000010110001101100 00111011101001
01111100001111110010001000000000 00011000101110101011111001111011 01000011011111
11110110011110100000001001110001 11011011000101100111100100011101 01001000101001
01100010110100100101111100100000 10110100100011101111101110010101 01001111010000
10100000011000010000000011101001 01111011001001010011111101011111 01010011111010
00110011010011110000101011101101 00000110011101110100101000000001 01011001111011
01010010000100010111010100100100 01111001011111011100010001111101 00000100111011
00110000000110000010111101110100 00110101101000101001100001001010 00001001011101
10110100010011011000010100111100 01110111000000011110001001000110 00001101001101
11010000001111110011101111110000 11111110110110010011001011110000 00010000011110
10011100010001111111011100101011 10101101110111001001111011100010 00010111010100
10000110011011110111001101011000 10101010001000001101100000100000 00011011100100
11000101001000011111011010000010 00000110110010110010011111001010 00100101100100
00100011101100101000010001011111 00000100101001110111101101011000 00100110011110
01011110011001111100000000011010 11001000010001010100111011011101 00101101011111
10111000001100001011001000101010 11011100010100100110001100001000 00110000010110
11101011110101011111001111111111 00100111101010001101101101000100 00110111011010
00110010110101100001000011110101 00010011101010010111010001101011 00111100010100
11100100000100010110101101101111 11111011010111111101111011110110 01000001110011
11100100001010111000001010110100 11010111100001011001000111001100 01000100000001
10101110110000101110010101111010 10011110110001101011001010100001 01000101101111
11110101011010101110001001000010 01011001110010101110101100111011 01001001111011
10011010111010010101111011000011 11000111111101000010000111001000 00000001111010
00110100101100000100000100100010 10010001001111110011001101100011 00000110010111
10000001010101011010001111011111 00100111100010011111100010011000 00001011000001
00101110010100010101010001000111 00110100001100000101001111001010 00001101101100
01000001110101010110010100011111 01100101100011000111000010011000 00010001011101
00010011100000111110010001001000 01011001011001000101110000000010 00010110010000
10110000101011111101001000011011 01001101000001110111111100001000 00011100000001
11111101001010001110110111010011 00111000011010101011000110100011 00100001110100
01100100100110010000100010011111 11011111010010110011000011000100 00100110001010
10111001100001100110110011001000 00011100001110110111000000010100 00101100101010
01011011000000101001000100010111 10000000110101011001010101000000 00110001001111
01011000001011011111100111101101 10010100101011101011101000110101 00111000000011
10001110100000010100010110100010 10001010001111110111001100011110 00111011111011
00110100010110111010001101001110 01111011100001000111001100110110 00111110110011
11100110000011101111010101010100 11100011110100100010110100110110 01000101100000
01011000011001100010110101001001 11110111101100000101000101000111 01001001101111
10000100010000100011100000111000 10110001101100101000001011011011 00000110001010
10001110111000110100001001100011 10010001110101100100000011111011 00001000110100
11101000011100101111101011111011 10010011001101101000110001011011 00001111010011
01010111010010110001101100110111 00010100011000101111110101011110 00010100110110
10110010111010110001010001110111 11111011110111110011110010000010 00010110111110
10010111001110110110010010101101 01000100010000010100100010000101 00011001011011
00011011010000101010100110011110 01111000010011100000010010000101 00011110000010
11101010000100010011011001000100 01110001100110001111010111110000 00100111101101
11011110001001110001010010110110 00000111001101011100101100011011 00110000100100
11010101101100010001001110111001 01000100001100111100011111110101 00111000100011
11111001001100110111000000111000 11101101110101110000101000101111 00111101000010
10010111001110100011100110010110 00011101000011110110111101101110 01000001000101
01110110110100000010011011111101 11011001011111010110100111010101 01000101100110
11110101111000100101010010110001 00100000011101101110100110001010 01001101100011
11101011110000011011101101000101 01010110010010000100010110000000 01010100100010
10100000110110101011011100110100 01100000111100101111110111011001 01011001100101
10100110001000001101000001100101 00100000010010011100110010001111 00000011011101
00001110001110000011101011110110 00110011101001001111001110110011 00001001101010
01110111101100101101001100100111 01100011111110000111100111000101 00001110111100
01001111010111011000111101011011 00001011000111000111010010100110 00010010100111
10000101000110110011001100010110 00011011110001011010101000111101 00011001011001
